org	Gene	PILength	Isoforms	exonsCount	geneName
7227	32768	152	4	10	Srxn Sulfiredoxin
7227	32771	908	5	13	mnb minibrain
7227	32775	562	7	16	Gss1 Glutathione synthetase 1
7227	32780	616	17	42	Sh Shaker
7227	32784	1133	2	13	CG15373 
7227	32788	157	2	6	Swt1 Swt1 RNA endoribonuclease
7227	32789	126	2	5	scu scully
7227	32790	493	5	10	RhoGAP16F Rho GTPase activating protein at 16F
7227	32794	208	13	22	wupA wings up A
7227	32803	455	4	13	CG33639 
7227	32814	177	2	6	CG6023 
7227	32817	281	10	19	CrebB Cyclic-AMP response element binding protein B
7227	32822	581	6	15	Nt5b 5' nucleotidase B
7227	32825	151	2	5	CG42323 
7227	32826	354	2	3	CG32548 
7227	32831	637	3	10	Hayan 
7227	32841	554	4	9	HisRS Histidyl-tRNA synthetase
7227	32846	383	5	11	Bx Beadex
7227	32849	267	2	8	wgn wengen
7227	32850	409	5	12	Rip11 Rab11 interacting protein
7227	32854	757	2	9	CG6659 
7227	32865	146	3	5	CG6891 
7227	32874	1244	2	13	CG42450 
7227	32876	300	3	9	Pvf1 PDGF- and VEGF-related factor 1
7227	32877	1864	2	6	htk hat-trick
7227	32886	1139	3	9	Flacc Fl(2)d-associated complex component
7227	32888	226	3	10	CG7378 
7227	32889	735	4	11	CG43759 
7227	32898	752	5	15	RhoGAP18B Rho GTPase activating protein at 18B
7227	32908	334	2	5	CG14194 
7227	32909	54	3	12	CG7990 
7227	32914	935	2	5	CG7884 
7227	32919	1936	3	15	rictor rapamycin-insensitive companion of Tor
7227	32920	793	4	13	Vav Vav guanine nucleotide exchange factor
7227	32923	486	2	7	CG8028 
7227	32924	582	2	6	CG8034 
7227	32928	560	4	20	nAChRalpha7 nicotinic Acetylcholine Receptor alpha7
7227	32935	1612	2	13	pcm pacman
7227	32938	536	13	14	Pfrx 6-phosphofructo-2-kinase
7227	32940	354	3	8	Idh3a Isocitrate dehydrogenase 3a
7227	32943	354	3	11	CG32532 
7227	32946	819	6	10	Grip84 Gamma-tubulin ring protein 84
7227	32947	617	3	5	car carnation
7227	32949	219	2	4	CG14218 
7227	32955	183	4	8	CG14207 
7227	32961	542	2	8	CG14221 
7227	32962	175	4	10	Naa20A N(alpha)-acetyltransferase 20 A
7227	32965	2006	5	20	e(y)3 enhancer of yellow 3
7227	32966	301	3	9	Rcd-1 Required for cell differentiation 1
7227	32973	194	3	5	Ssu72 Ssu72 CTD phosphatase
7227	32974	502	3	7	Zw Zwischenferment
7227	32975	643	2	5	et eye transformer
7227	32986	811	2	14	CG12531 
7227	32988	389	3	7	CG14234 
7227	32991	261	2	5	Alr Augmenter of liver regeneration
7227	32992	665	4	12	Abcd3 ATP binding cassette subfamily D member 3
7227	33000	2529	8	19	Hers Histone gene-specific Epigenetic Repressor in late S phase
7227	33001	137	2	13	THADA 
7227	33003	1034	4	9	pico 
7227	33007	897	6	16	Dop2R Dopamine 2-like receptor
7227	33014	201	4	9	Rab35 
7227	33019	320	2	5	AnxB10 Annexin B10
7227	33023	157	3	7	Peritrophin-A Peritrophin A
7227	33026	417	3	6	CG17065 
7227	33044	513	3	10	CG11710 
7227	33047	228	3	8	GstT3 Glutathione S transferase T3
7227	33048	2109	5	21	RhoGAP19D Rho GTPase activating protein at 19D
7227	33057	120	2	5	CG1835 
7227	33058	302	8	11	hydra 
7227	33059	510	3	6	run runt
7227	33062	377	8	30	shakB shaking B
7227	33071	753	3	6	CG11227 
