org	Gene	PILength	Isoforms	exonsCount	geneName
7955	393219	317	3	13	sh2d4a SH2 domain containing 4A
7955	393220	613	2	8	ythdf2 YTH N(6)-methyladenosine RNA binding protein 2
7955	393226	163	2	9	slc25a32a solute carrier family 25 member 32a
7955	393231	424	2	12	klhdc10 kelch domain containing 10
7955	393233	251	3	20	snapc1a small nuclear RNA activating complex, polypeptide 1a
7955	393236	220	2	10	sybl1 synaptobrevin-like 1
7955	393241	163	3	18	rnaseh2b ribonuclease H2, subunit B
7955	393242	161	3	8	zgc:56628 zgc:56628
7955	393243	151	2	8	znhit3 zinc finger, HIT-type containing 3
7955	393245	630	4	22	brd9 bromodomain containing 9
7955	393246	2437	10	64	ncor1 nuclear receptor corepressor 1
7955	393247	449	2	29	naalad2 N-acetylated alpha-linked acidic dipeptidase 2
7955	393251	139	2	10	tspan31 tetraspanin 31
7955	393256	308	2	12	taf8 TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor
7955	393266	299	11	25	usf1 upstream transcription factor 1
7955	393275	259	4	14	dnajb6b DnaJ heat shock protein family (Hsp40) member B6b
7955	393277	251	2	11	mrpl45 mitochondrial ribosomal protein L45
7955	393278	279	3	13	rnf175 ring finger protein 175
7955	393279	107	3	9	ap1s1 adaptor related protein complex 1 subunit sigma 1
7955	393281	2632	8	41	ctage5 CTAGE family, member 5
7955	393285	1086	2	5	irs2a insulin receptor substrate 2a
7955	393295	475	2	13	ints15 integrator complex subunit 15
7955	393297	270	3	15	zgc:56585 zgc:56585
7955	393308	495	4	17	riox2 ribosomal oxygenase 2
7955	393309	428	2	15	ap4b1 adaptor related protein complex 4 subunit beta 1
7955	393314	445	2	13	pias4b protein inhibitor of activated STAT, 4b
7955	393315	352	5	22	kyat3.2 kynurenine aminotransferase 3, tandem duplicate 2
7955	393316	382	2	13	zdhhc16b zinc finger DHHC-type palmitoyltransferase 16b
7955	393318	252	2	10	tmem54a transmembrane protein 54a
7955	393319	521	2	18	cdc73 cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
7955	393326	401	6	27	st3gal3a ST3 beta-galactoside alpha-2,3-sialyltransferase 3a
7955	393331	371	4	15	ubl7b ubiquitin-like 7b (bone marrow stromal cell-derived)
7955	393332	627	2	22	eps8l3b EPS8-like 3b
7955	393335	307	2	13	hsd17b3 hydroxysteroid (17-beta) dehydrogenase 3
7955	393340	191	2	10	tmem134 transmembrane protein 134
7955	393344	190	2	11	sri sorcin
7955	393346	234	2	10	stx8 syntaxin 8
7955	393353	724	2	24	clcnk chloride channel K
7955	393355	243	2	8	mif4gda MIF4G domain containing a
7955	393356	191	2	9	gorab golgin, rab6-interacting
7955	393362	452	2	17	wipi1 WD repeat domain, phosphoinositide interacting 1
7955	568003	573	2	23	cpne5a copine Va
7955	393365	391	2	16	mtmr8 myotubularin related protein 8
7955	393367	469	2	13	coro6 coronin 6
7955	393371	212	3	11	dnajc5gb DnaJ (Hsp40) homolog, subfamily C, member 5 gamma b
7955	393373	298	2	10	zgc:63882 zgc:63882
7955	393376	626	4	23	hif1al hypoxia inducible factor 1 subunit alpha, like
7955	393379	266	3	14	zgc:64065 zgc:64065
7955	393383	423	3	16	slx4ip SLX4 interacting protein
7955	393384	212	2	21	spata6l spermatogenesis associated 6-like
7955	393387	619	2	19	ggt1a gamma-glutamyltransferase 1a
7955	393388	296	4	17	tra2a transformer 2 alpha homolog
7955	393390	415	2	14	fam172a family with sequence similarity 172 member A
7955	393391	380	2	8	tpst2 tyrosylprotein sulfotransferase 2
7955	393393	352	4	11	adprm ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent
7955	393395	196	2	9	tle5 TLE family member 5, transcriptional modulator
7955	393397	470	4	15	lsm14aa LSM14A mRNA processing body assembly factor a
7955	393398	328	3	13	ctss1 cathepsin S, ortholog 1
7955	393400	512	3	18	amy2al1 amylase alpha 2A-like 1
7955	393402	264	2	16	znf277 zinc finger protein 277
7955	393403	505	3	11	fbxo43 F-box protein 43
7955	393405	536	2	20	atg13 ATG13 autophagy related 13 homolog (S. cerevisiae)
7955	393406	892	2	22	ints6l integrator complex subunit 6 like
7955	393410	649	6	21	gpsm2 G protein signaling modulator 2
7955	393413	824	2	27	fam91a1 family with sequence similarity 91 member A1
7955	393414	768	2	26	ascc2 activating signal cointegrator 1 complex subunit 2
7955	393416	917	2	29	arhgap4a Rho GTPase activating protein 4a
7955	393417	704	2	27	capn1a calpain 1, (mu/I) large subunit a
7955	393423	465	2	21	asl argininosuccinate lyase
7955	393424	170	2	7	dnajc24 DnaJ (Hsp40) homolog, subfamily C, member 24
7955	393426	590	3	23	ptpn11b protein tyrosine phosphatase non-receptor type 11b
7955	393427	318	4	20	adh5l alcohol dehydrogenase 5-like
7955	393431	350	2	15	zgc:63587 zgc:63587
7955	393433	501	2	19	cyp46a1.2 cytochrome P450, family 46, subfamily A, polypeptide 1, tandem duplicate 2
7955	393435	697	3	16	maco1b macoilin 1b
7955	393442	509	2	20	crispld1b cysteine-rich secretory protein LCCL domain containing 1b
7955	393443	276	4	15	xpa xeroderma pigmentosum, complementation group A
7955	393451	501	2	21	cyp46a1.4 cytochrome P450, family 46, subfamily A, polypeptide 1, tandem duplicate 4
7955	393455	378	3	14	hao2 hydroxyacid oxidase 2 (long chain)
7955	393458	358	5	19	slc25a39 solute carrier family 25 member 39
7955	393461	370	2	13	gmds GDP-mannose 4,6-dehydratase
7955	393464	225	2	10	tmem68 transmembrane protein 68
7955	393467	439	5	23	hnrnpa1a heterogeneous nuclear ribonucleoprotein A1a
7955	393475	550	2	21	prmt7 protein arginine methyltransferase 7
7955	393477	557	3	10	znf131 zinc finger protein 131
7955	393481	505	2	15	cyp2k6 cytochrome P450, family 2, subfamily K, polypeptide 6
7955	393484	503	2	14	cyp2k18 cytochrome P450, family 2, subfamily K, polypeptide 18
7955	393486	132	2	7	lgals2b lectin, galactoside-binding, soluble, 2b
7955	393487	778	6	25	pank4 pantothenate kinase 4 (inactive)
7955	393489	145	5	19	zfand2a zinc finger, AN1-type domain 2A
7955	393499	234	2	12	spef1 sperm flagellar 1
7955	393500	384	7	17	dtx3 deltex E3 ubiquitin ligase 3
7955	393508	227	4	11	mffa mitochondrial fission factor a
7955	393509	467	2	13	mboat7 membrane bound O-acyltransferase domain containing 7
7955	393510	610	2	11	slc2a12 solute carrier family 2 member 12
7955	393512	566	2	16	snx27b sorting nexin 27b
7955	393515	343	8	24	stx3b syntaxin 3b
7955	393521	464	2	24	macrod2 mono-ADP ribosylhydrolase 2
7955	393530	501	4	18	mybpha myosin binding protein Ha
7955	393532	490	2	13	pdhx pyruvate dehydrogenase complex component X
7955	393534	155	3	9	carhsp1 calcium regulated heat stable protein 1
7955	393542	473	2	14	selenbp1 selenium binding protein 1
