org	Gene	PILength	Isoforms	exonsCount	geneName
10090	546143	102	4	8	Pierce2 piercer of microtubule wall 2
10090	546144	1079	6	26	Wdr72 WD repeat domain 72
10090	21872	1858	18	41	Tjp1 tight junction protein 1
10090	546161	327	2	13	Fbxw18 F-box and WD-40 domain protein 18
10090	21888	749	9	28	Tle4 transducin-like enhancer of split 4
10090	21936	132	2	7	Tnfrsf18 tumor necrosis factor receptor superfamily, member 18
10090	21975	944	2	22	Top3a topoisomerase (DNA) III alpha
10090	394252	365	3	11	Serpinb3d serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D
10090	263406	1341	12	29	Plekhg3 pleckstrin homology domain containing, family G (with RhoGef domain) member 3
10090	263803	905	9	35	Pkn3 protein kinase N3
10090	263876	515	7	11	Spata2 spermatogenesis associated 2
10090	264064	459	9	19	Cdk8 cyclin-dependent kinase 8
10090	264134	518	2	21	Ttc26 tetratricopeptide repeat domain 26
10090	100534273	1680	8	72	Fer1l5 fer-1-like 5 (C. elegans)
10090	102631503	502	5	32	Gm29825 predicted gene, 29825
10090	22200	448	9	29	Uba3 ubiquitin-like modifier activating enzyme 3
10090	240665	379	9	14	Ccnj cyclin J
10090	102631639	182	2	7	Gm17078 predicted gene 17078
10090	102631717	138	2	5	Gm29986 predicted gene, 29986
10090	102631856	516	4	21	Gm30083 predicted gene, 30083
10090	328108	1836	7	27	Togaram1 TOG array regulator of axonemal microtubules 1
10090	102632142	443	3	7	Gm18905 predicted gene, 18905
10090	22323	365	3	15	Vasp vasodilator-stimulated phosphoprotein
10090	22335	283	2	10	Vdac3 voltage-dependent anion channel 3
10090	22355	404	6	21	Vipr2 vasoactive intestinal peptide receptor 2
10090	102632483	160	6	18	Gm17330 predicted gene, 17330
10090	22384	228	2	7	Eif4h eukaryotic translation initiation factor 4H
10090	102632837	297	4	23	Rnf212b ring finger protein 212B
10090	328258	259	4	15	Slc25a48 solute carrier family 25, member 48
10090	634104	278	3	7	Or10ad1 olfactory receptor family 10 subfamily AD member 1
10090	102633131	119	2	5	Gm31035 predicted gene, 31035
10090	102633156	466	5	14	Gm4631 predicted gene 4631
10090	66185	1811	2	25	Virma vir like m6A methyltransferase associated
10090	102633301	321	3	14	Gm31160 predicted gene, 31160
